timestep,cell_id,resource_type,allocation_amount,priority_score,expected_benefit,uncertainty
9,8828308269fffff,vegetation_restoration,3.1642689955237517,0.31642689955237513,0.16107716148876167,0.33314543357143983
10,882830871bfffff,vegetation_restoration,3.3211200833929397,0.33211200833929394,0.16293082295088393,0.3244230546263918
10,8828308269fffff,vegetation_restoration,3.132022324010639,0.31849096612088024,0.15143121181718494,0.3244246346998702
10,8828308625fffff,vegetation_restoration,3.066368414487414,0.31686057346814905,0.13875189171775815,0.3244220659356592
10,8828308627fffff,vegetation_restoration,3.0087425382111275,0.31591083697793315,0.1507995592648301,0.3244249212670696
10,88283091d3fffff,vegetation_restoration,2.8868127210289543,0.3079730970420884,0.12150022274805573,0.324430091000146
10,8828308621fffff,vegetation_restoration,2.83934953516819,0.307646943321623,0.120022383340892,0.3244240935544432
10,882830941dfffff,vegetation_restoration,2.783644919711126,0.3063232517203063,0.15019076752606333,0.3244273730374565
10,8828308449fffff,vegetation_restoration,2.6940728888629923,0.3010777483672822,0.11551346253740338,0.32442805457045776
11,8828309409fffff,vegetation_restoration,4.110650573734848,0.4110650573734848,0.1879503153966944,0.3224772949919448
11,8828308621fffff,vegetation_restoration,3.867475289841959,0.3948632532773527,0.16607060076395844,0.32247629705991326
11,8828308629fffff,vegetation_restoration,3.7609314318160956,0.3917190631254976,0.19058666230929636,0.32247594310945604
11,8828309199fffff,vegetation_restoration,3.4146668436041567,0.3627589232846855,0.167543490125958,0.3224792188801726
11,8828309455fffff,vegetation_restoration,3.3413610055325442,0.36152862587776613,0.1519413805732291,0.3224792223605745
11,882830863dfffff,vegetation_restoration,3.2708739041940174,0.36041711672640536,0.14293691670264277,0.3224796740744633
11,88283080edfffff,vegetation_restoration,3.189285126074685,0.3578760947182402,0.15276633756725375,0.3224752349365785
11,8828309197fffff,vegetation_restoration,3.13121157313147,0.35776125464258673,0.1767183022041841,0.32247839918432136
11,8828309443fffff,vegetation_restoration,3.0714655805116937,0.3573267707177419,0.14203806140094788,0.32247891061996586
11,8828309457fffff,vegetation_restoration,2.9901818337636867,0.3541986520528882,0.16053963564573373,0.32247970331382936
11,8828309401fffff,vegetation_restoration,2.8759203304428276,0.34680584126879327,0.16039673032524182,0.32247583212435715
11,882830844bfffff,vegetation_restoration,2.822539843513413,0.3463749570951134,0.12615118853515925,0.32248075897528217
11,8828308269fffff,vegetation_restoration,2.713894233100265,0.33891176981693105,0.1592502348615703,0.32247657774864635
11,8828309403fffff,vegetation_restoration,2.640248079978023,0.3353983426545508,0.17192831718830237,0.32247625782207934
11,88283081dbfffff,vegetation_restoration,2.553859970659705,0.32995757265829706,0.14643821156821435,0.32247828049517463
11,882830824dfffff,vegetation_restoration,2.5100111374333527,0.3297322047985732,0.13746028662407578,0.32247551905355953
11,8828308245fffff,vegetation_restoration,2.4467209869145674,0.32680589989041053,0.1602854623478241,0.32247514488442186
11,882830871bfffff,vegetation_restoration,2.401668797856837,0.3261171781779393,0.14923880182823188,0.3224756827400356
11,8828309411fffff,vegetation_restoration,2.331811278915629,0.3218799119927117,0.15089571291567377,0.32247890884781083
11,8828309193fffff,vegetation_restoration,2.2922016936084417,0.32158789535335985,0.15319301763608317,0.322476854334135
11,882830862bfffff,vegetation_restoration,2.2502997668430167,0.3208685737774632,0.15673251872644978,0.32247772451293016
11,88283090a3fffff,vegetation_restoration,2.2112631423607207,0.320443380993916,0.15680172880322882,0.3224750189323495
11,88283090adfffff,vegetation_restoration,2.16727914048846,0.3191834873013615,0.1256721534347655,0.322478607480776
11,8828309451fffff,vegetation_restoration,2.129726914426736,0.3187398522379977,0.1488659056721749,0.32248135755710133
11,882830940bfffff,vegetation_restoration,2.0936533672271525,0.3184155886751546,0.14592621685290105,0.3224776637010626
11,882830862dfffff,vegetation_restoration,2.0591782047231035,0.3182390085056511,0.15092273805431972,0.3224746277828575
11,8828308441fffff,vegetation_restoration,2.0211332812897633,0.3174099052833968,0.12856367607087751,0.3224794134562118
11,8828309191fffff,vegetation_restoration,1.9785073661795647,0.31572643157772484,0.13714297829404018,0.32247873208664524
11,8828308449fffff,vegetation_restoration,1.9408374892776021,0.3146828288062595,0.10486722795428462,0.3224786976060268
11,88283080e7fffff,vegetation_restoration,1.8969256129154735,0.3124796595429604,0.13093829620029512,0.32247654999759606
11,8828308627fffff,vegetation_restoration,1.857877962387913,0.31090493189269763,0.13614519291293667,0.32247680409901747
11,8828308753fffff,vegetation_restoration,1.826578598398993,0.3104938715185449,0.1323216054593715,0.32247352162901927
11,8828308623fffff,vegetation_restoration,1.7960719529349083,0.31012271087066035,0.13526985856075074,0.3224781345855752
11,8828308035fffff,vegetation_restoration,1.7628518322505042,0.30918088645978137,0.14100606914498073,0.3224795192857531
11,8828308635fffff,vegetation_restoration,1.7336620566289707,0.3088356906665593,0.1329085563071223,0.32248014012706244
11,8828308031fffff,vegetation_restoration,1.7028384011083137,0.3081023953507179,0.13428729284241092,0.32247745055797794
