timestep,free_energy,timestamp
0,-1.582008191723094,1770043048.38989
1,-1.4283970618587305,1770043048.390284
2,-1.246979079956553,1770043048.39061
3,-1.056135750618941,1770043048.390901
4,-0.9254846227466337,1770043048.391186
5,-0.791620900095772,1770043048.391454
6,-0.6719848111861115,1770043048.391743
7,-0.5885148191897891,1770043048.391936
8,-0.5718307971879051,1770043048.3921468
9,-0.4881471719437527,1770043048.3923469
10,-0.4309896116511951,1770043048.3925471
11,-0.3448271943956154,1770043048.392833
12,-0.29253628078841065,1770043048.3930209
13,-0.2814949288542141,1770043048.393229
14,-0.2796032785938394,1770043048.393417
15,-0.2679051995058872,1770043048.393621
16,-0.26695607956502343,1770043048.3939798
17,-0.25783434531355764,1770043048.3942652
18,-0.2517698715734944,1770043048.394495
19,-0.25283994749574035,1770043048.394706
20,-0.2524875244714915,1770043048.3949099
21,-0.2476465032502435,1770043048.395196
22,-0.24555229321587868,1770043048.395395
23,-0.2542850172857889,1770043048.395594
24,-0.2490323554170253,1770043048.395782
25,-0.24942997367545927,1770043048.3959732
26,-0.24710116019603778,1770043048.396239
27,-0.24724884432041017,1770043048.39644
28,-0.2432840034429935,1770043048.396627
29,-0.2535341321185747,1770043048.396818
30,-0.2532695579166482,1770043048.397009
31,-0.25996570265339836,1770043048.397454
32,-0.2635553776809003,1770043048.3976908
33,-0.2748159235030099,1770043048.3978891
34,-0.2804450413666064,1770043048.398078
35,-0.2979129948206485,1770043048.39827
36,-0.30283881710087757,1770043048.398537
37,-0.3173821486513031,1770043048.3987231
38,-0.3460127149579333,1770043048.398907
39,-0.3802780997722994,1770043048.399102
