timestep,free_energy,timestamp
0,-0.09487501615376148,1768001247.306941
1,0.5638080053381509,1768001247.3092601
2,0.6362181016898655,1768001247.3113751
3,0.6421467439004662,1768001247.3147929
4,0.642591389727036,1768001247.3173041
5,0.6426231035351729,1768001247.901419
6,0.642625247748139,1768001247.904237
7,0.6426253805581909,1768001247.9064288
8,0.6426253884159095,1768001247.9080389
9,0.642625388878298,1768001247.909591
10,0.6426253889054967,1768001248.497948
11,0.642625388907097,1768001248.499733
12,0.6426253889071909,1768001248.5013719
13,0.6426253889071972,1768001248.5031328
14,0.6426253889071972,1768001248.504918
15,0.6426253889071972,1768001249.0396538
16,0.6426253889071972,1768001249.041491
17,0.6426253889071972,1768001249.043221
18,0.6426253889071972,1768001249.045059
19,0.6426253889071972,1768001249.047246
