step,timestamp,free_energy,belief_entropy,belief_max
0,2026-02-02T06:35:29.852041,11.652723292473247,2.8448845660196818,0.9612210922314506
1,2026-02-02T06:35:29.852558,13.697636609835623,1.7064586917752387,0.9973502341020802
2,2026-02-02T06:35:29.853591,12.958151945038017,2.0751727608664754,0.9930613487816827
3,2026-02-02T06:35:29.854165,12.277742128349185,1.8222182368234592,0.9979892139615879
4,2026-02-02T06:35:29.854699,14.54438584003356,1.61343309776517,0.998977239112751
5,2026-02-02T06:35:29.855189,14.873008782248899,1.8231657152347107,0.9999323135524598
6,2026-02-02T06:35:29.855753,14.625342385725817,1.6552369691532502,0.9996572297880231
7,2026-02-02T06:35:29.856283,15.012011696066564,1.684586402163343,0.9980200841503437
8,2026-02-02T06:35:29.856767,15.224821464900083,2.521863955642906,0.9879901558329065
9,2026-02-02T06:35:29.857235,12.902519392939745,2.8009802040173755,0.9830991134898358
10,2026-02-02T06:35:29.857704,12.599263574540327,2.0786323645610865,0.9981177959726605
11,2026-02-02T06:35:29.858171,13.13453312305208,2.3571288547499774,0.9987096162495
12,2026-02-02T06:35:29.858633,13.172780904968702,1.594434738565661,0.999809777434159
13,2026-02-02T06:35:29.859101,14.326600583372679,0.7322267844908895,0.9995229438568657
14,2026-02-02T06:35:29.859573,14.6227840341056,2.0105789232038855,0.9994691391851214
15,2026-02-02T06:35:29.860039,14.751615843264828,1.4415039073471423,0.9999062899251824
16,2026-02-02T06:35:29.860501,15.861442538909035,1.8277523830626017,0.9998306212779455
17,2026-02-02T06:35:29.860965,15.251874823461932,2.9754093085286977,0.9722704344732546
18,2026-02-02T06:35:29.861421,15.219078122877109,1.8436062287989348,0.9952121122678531
19,2026-02-02T06:35:29.861879,14.797143450662649,2.672988503395487,0.9849747272143511
