timestep,free_energy,timestamp
0,-0.5875009591033238,1770043053.925548
1,-0.06854395436903338,1770043053.926898
2,-0.005797577646609042,1770043053.9282591
3,-0.0004432698098391086,1770043053.9299588
4,-3.2428916353577364e-05,1770043053.931556
5,-2.7037048713207668e-06,1770043054.655798
6,-6.76468424831711e-07,1770043054.657241
7,-5.505393456672891e-07,1770043054.6586308
8,-5.430863907474048e-07,1770043054.660038
9,-5.426478122405598e-07,1770043054.661355
10,-5.426220135440474e-07,1770043055.284075
11,-5.426204954250835e-07,1770043055.285563
12,-5.426204061631523e-07,1770043055.2868638
13,-5.42620400167948e-07,1770043055.28822
14,-5.42620400167948e-07,1770043055.289525
15,-5.42620400167948e-07,1770043055.9070761
16,-5.42620400167948e-07,1770043055.908514
17,-5.42620400167948e-07,1770043055.909877
18,-5.42620400167948e-07,1770043055.9112132
19,-5.42620400167948e-07,1770043055.912558
