timestep,belief_entropy,coherence,neighbor_correlation
0,1.2482992851697248,0.9778121692129317,0.9866766340114829
1,1.0360624456833833,0.9661965545688683,0.9863235369926802
2,0.8591770659231287,0.9617223381479965,0.9893855336035005
3,0.7271180662139436,0.9612844954858969,0.9920070889702304
4,0.6385732863448125,0.9622006872752031,0.9934885525546492
5,0.5885054211978815,0.9627467544506514,0.9939745708584192
6,0.5702261789568447,0.9620200552118009,0.9934966003917421
7,0.5760346807760995,0.959538364950626,0.9917923892209529
