timestep,free_energy,timestamp
0,-1.5599091863882946,1768001144.942892
1,-1.3832298583316807,1768001144.946885
2,-1.1941725607593394,1768001144.950686
3,-1.04885155399595,1768001144.9548979
4,-0.9367854992891039,1768001144.9587321
5,-0.828147893803038,1768001144.96233
6,-0.7273940225507431,1768001144.966295
7,-0.648946624592069,1768001144.969867
8,-0.5868153870586981,1768001144.97356
9,-0.5199218146573354,1768001144.977173
10,-0.4516860299402261,1768001144.9808772
11,-0.3908952246653119,1768001144.9850721
12,-0.3571560671450211,1768001144.988856
13,-0.3174459879145295,1768001144.992643
14,-0.3170243648217279,1768001144.9965289
15,-0.29714678154406915,1768001145.000469
16,-0.2816360721165878,1768001145.00439
17,-0.2672366757525739,1768001145.00835
18,-0.25286862981975644,1768001145.011859
19,-0.24719299796698424,1768001145.015625
20,-0.2621331188308875,1768001145.0194728
21,-0.24821762545145898,1768001145.0232441
22,-0.24246744187619784,1768001145.02695
23,-0.24840621335260593,1768001145.030634
24,-0.253482762345016,1768001145.0343559
25,-0.24539599985351668,1768001145.03805
26,-0.24239476088138168,1768001145.041767
27,-0.2518210159248595,1768001145.045585
28,-0.2523852131280069,1768001145.04955
29,-0.24581271376741332,1768001145.053361
30,-0.24268840312434103,1768001145.0571918
31,-0.250510554997843,1768001145.06098
32,-0.26760420496145976,1768001145.064706
33,-0.27068563422282743,1768001145.068665
34,-0.2496752482539486,1768001145.07267
35,-0.26413427963355485,1768001145.076552
36,-0.2773416013246184,1768001145.080575
37,-0.3038629372680681,1768001145.0846038
38,-0.3057115533493908,1768001145.088286
39,-0.29358853410793806,1768001145.092406
