0,1,2,3,4
0.16687893996093814,0.1885239040938543,0.3237302571634202,0.20306934863176537,0.11779755015002198
0.1514463957087402,0.19054269613577055,0.3391627661122735,0.21932494302114472,0.09952319902207107
0.13810296551511628,0.19127300971612857,0.35165677730082534,0.23375117360111297,0.08521607386681682
0.1265725410560172,0.19110219638197556,0.3618226502036198,0.2466284997131218,0.07387411264526562
0.11659215930148183,0.1903017808058563,0.37013227801401455,0.25819405492291936,0.06477972695572796
0.10792586506071634,0.1890643887815237,0.3769542026713316,0.2686480816517304,0.05740746183469789
0.10036838676791487,0.18752753256689358,0.3825781603501226,0.27815940169078285,0.05136651862428606
0.09374433571396179,0.18578959776830484,0.3872330045542465,0.28687016650738534,0.04636289545610158
0.0879055326769096,0.18392090268976252,0.3911001493023558,0.2948999749992139,0.04217344033175821
0.08272769883459569,0.18197150266280554,0.39432382622845485,0.30234941734420095,0.03862755492994295
0.07810710231732207,0.1799767744360914,0.3970190000682596,0.30930310230216607,0.03559402087616087
0.07395743255705015,0.17796145098026508,0.39927752505035097,0.31583222689415247,0.032971364518181334
0.0702070127790192,0.17594255602308734,0.4011729599258716,0.3219967466330255,0.030680724638996362
0.06679637872975253,0.17393154744012423,0.4027643494609371,0.3278472012706123,0.028660523098573868
0.06367621100519504,0.17193588646247582,0.40409920361512963,0.3334262462493478,0.026862452667851797
0.06080558967282839,0.1699601873266429,0.4052158504810512,0.3387699345487777,0.025248437970700033
0.058150532963510256,0.16800705887092035,0.4061452983984785,0.34390878799933744,0.02378832176775357
0.05568278104701048,0.1660777192182359,0.4069127121474163,0.3488686917657736,0.022458095821563762
0.05337878821840263,0.1641724429992881,0.407538584934915,0.3536716407790019,0.021238543068392454
0.05121889050767883,0.16229088490724394,0.40803967009427217,0.35833636250473533,0.020114191986069577
