step,timestamp,free_energy,belief_entropy,belief_max
0,2026-02-02T06:34:34.320188,12.871420346004331,3.4379356112419734,0.9151550006977465
1,2026-02-02T06:34:34.320704,11.952907878112216,1.6642319942602897,0.9977635946850019
2,2026-02-02T06:34:34.321190,14.49879537641229,1.9895783570007644,0.994368997138162
3,2026-02-02T06:34:34.321676,13.211146445332055,2.0710527330658826,0.9972685338784418
4,2026-02-02T06:34:34.322154,14.105621563547505,1.808705865669395,0.9979365432959671
5,2026-02-02T06:34:34.322624,14.571395965021518,1.9715306383527016,0.9998910225864264
6,2026-02-02T06:34:34.323095,14.279332188945785,1.5683004685108077,0.9999345416200695
7,2026-02-02T06:34:34.323564,15.275785604749533,1.7706477751736267,0.9967865747729792
8,2026-02-02T06:34:34.324030,14.659552587424784,2.6993461101563794,0.9798116595699816
9,2026-02-02T06:34:34.324494,12.315183999343272,2.719567092351019,0.9819830873097791
10,2026-02-02T06:34:34.324957,12.696907471551343,2.091564227823476,0.996773154926588
11,2026-02-02T06:34:34.325424,12.732714490589423,2.301619893541915,0.9990267625373551
12,2026-02-02T06:34:34.325887,13.166893058613612,1.5442990343048395,0.9998382118011532
13,2026-02-02T06:34:34.326361,15.257424067695885,0.8957538404852365,0.9995618725373946
14,2026-02-02T06:34:34.326827,15.086090736073137,1.8465969871815682,0.9991095006774553
15,2026-02-02T06:34:34.327292,15.514824885075589,1.1087101766766894,0.9999326528697097
16,2026-02-02T06:34:34.327758,16.656928352924396,1.3444671050731318,0.9998005402607392
17,2026-02-02T06:34:34.328223,15.025244505641334,3.1557593270156055,0.9845191492839551
18,2026-02-02T06:34:34.328685,15.390153534943861,2.583164556136486,0.9976224343828208
19,2026-02-02T06:34:34.329148,13.534773455063519,3.028274413457246,0.9855027840142331
