timestep,free_energy,expected_free_energy
0,1.3862943611158907,1.1090354888927125
1,1.3862943611158907,1.1090354888927125
2,1.3862943611158907,1.1090354888927125
3,1.3862943611158907,1.1090354888927125
4,1.3862943611158907,1.1090354888927125
5,1.3862943611158907,1.1090354888927125
6,1.3862943611158907,1.1090354888927125
7,1.3862943611158907,1.1090354888927125
