timestep,free_energy,timestamp
0,1.3862943611158907,0.0
1,1.3862943611158907,1.0
2,1.3862943611158907,2.0
3,1.3862943611158907,3.0
4,1.3862943611158907,4.0
5,1.3862943611158907,5.0
6,1.3862943611158907,6.0
7,1.3862943611158907,7.0
