timestep,free_energy,timestamp
0,-0.09487501615376148,1768001247.306124
1,0.5638080053381509,1768001247.30867
2,0.6362181016898655,1768001247.310635
3,0.6421467439004662,1768001247.3134248
4,0.642591389727036,1768001247.316406
5,0.6426231035351729,1768001247.900685
6,0.642625247748139,1768001247.903632
7,0.6426253805581909,1768001247.905795
8,0.6426253884159095,1768001247.90752
9,0.642625388878298,1768001247.909099
10,0.6426253889054967,1768001248.497322
11,0.642625388907097,1768001248.499168
12,0.6426253889071909,1768001248.5008798
13,0.6426253889071972,1768001248.502579
14,0.6426253889071972,1768001248.5043578
15,0.6426253889071972,1768001249.03904
16,0.6426253889071972,1768001249.0409322
17,0.6426253889071972,1768001249.042639
18,0.6426253889071972,1768001249.044419
19,0.6426253889071972,1768001249.046485
