0,1,2,3
0.18695651967131427,0.23660990581294514,0.32816654448029814,0.2482670300354425
0.18895811809489133,0.22199143392039195,0.2728098260733502,0.3162406219113666
0.1861105922987075,0.2056062167001399,0.22911892655136715,0.37916426444978557
0.18036250269295923,0.18907430653630175,0.1941385833333074,0.4364246074374316
0.17295526597099256,0.17320844455875722,0.16584380561714046,0.4879924838531098
0.16469238379371992,0.15839711273596543,0.1427651387500281,0.5341453647202865
0.15609493771576866,0.14479599728955672,0.12380074969314511,0.5753083153015296
0.14749762408751416,0.13243161643760107,0.1081077016183692,0.6119630578565156
0.13911056631835308,0.12126012021099812,0.09503260786293363,0.6445967056077152
0.1310601875900454,0.11120153786968971,0.08406437639725999,0.6736738981430049
0.12341672531660437,0.10215992104891972,0.07480052925822336,0.6996228243762526
0.11621296765118982,0.0940351223811722,0.06692245067015849,0.7228294592974794
0.10945709716561394,0.08672951398639603,0.06017680800626204,0.743636580841728
0.10314151699780541,0.08015161462044981,0.0543613975397947,0.7623454708419501
0.09724890792579402,0.07421782781653934,0.04931424601322299,0.7792190182444435
0.09175636290914942,0.06885303773525933,0.0449051537382928,0.7944854456172984
0.08663818120750104,0.06399053112205255,0.04102909411191362,0.8083421935585329
0.08186772659228732,0.05957154021473774,0.03760103913382634,0.8209596940591486
0.0774186329190351,0.05554459157596165,0.03455188867754438,0.8324848868274588
0.07326555645904988,0.05186477557243048,0.0318252590232619,0.8430444089452577
