step,timestamp,free_energy,belief_entropy,belief_max
0,2026-02-02T06:44:16.865055,11.882581020800657,2.6850605848285345,0.9488749518158301
1,2026-02-02T06:44:16.865630,13.567607532202894,1.350939860154735,0.9983086550672506
2,2026-02-02T06:44:16.866183,14.032583653950896,2.0250614368306326,0.9968461275647597
3,2026-02-02T06:44:16.866637,13.90069701638659,2.030903299645157,0.9983925199708794
4,2026-02-02T06:44:16.867065,13.078502891168107,1.8513381176823207,0.9993294726876916
5,2026-02-02T06:44:16.867485,14.115518376808328,1.7893123084370515,0.9998885161223692
6,2026-02-02T06:44:16.867975,15.297159364006733,1.5267242605764282,0.9998219760036638
7,2026-02-02T06:44:16.868388,14.56458159529244,2.5577983886029982,0.9905846004962668
8,2026-02-02T06:44:16.868808,13.368671881446378,2.831180909417401,0.9801931087708402
9,2026-02-02T06:44:16.869219,13.458666429477333,2.3014701943505798,0.9837565309549292
10,2026-02-02T06:44:16.869630,12.175091715873895,1.8224285263870665,0.998628958396156
11,2026-02-02T06:44:16.870074,12.792962952291555,2.2721617481969654,0.9998047335441012
12,2026-02-02T06:44:16.870482,12.096228700405073,1.3500220673472572,0.9999337792484986
13,2026-02-02T06:44:16.870893,15.12266158126797,0.7150847281922674,0.9996093545432059
14,2026-02-02T06:44:16.871323,14.702177523686814,1.9423549066954315,0.9997276336945056
15,2026-02-02T06:44:16.871751,14.469896967031538,1.2460079544154936,0.9998984768955674
16,2026-02-02T06:44:16.872198,16.747801734200767,1.5058598080064027,0.9996863196970531
17,2026-02-02T06:44:16.872624,14.967850370937452,3.1867149357966484,0.9799375572715217
18,2026-02-02T06:44:16.873052,14.726192999760944,2.0963009877509666,0.9981270297250137
19,2026-02-02T06:44:16.873485,13.52421746029944,2.6933907737790577,0.98933855133527
