timestep,free_energy,timestamp
0,-1.3961240823874,1770042925.886317
1,-1.3961240823874,1770042925.887532
2,-1.3961240823874,1770042925.888128
3,-1.3961240823874,1770042925.888578
4,-1.3961240823874,1770042925.8890119
5,-1.3961240823874,1770042925.8893518
6,-1.3961240823874,1770042925.889683
7,-1.3961240823874,1770042925.889995
8,-1.3961240823874,1770042925.8903072
9,-1.3961240823874,1770042925.890621
10,-1.3961240823874,1770042925.8910542
11,-1.3961240823874,1770042925.891573
12,-1.3961240823874,1770042925.891979
