timestep,free_energy,timestamp
0,-0.09487501615376148,1768001247.3077362
1,0.5638080053381509,1768001247.309815
2,0.6362181016898655,1768001247.312177
3,0.6421467439004662,1768001247.3155851
4,0.642591389727036,1768001247.318114
5,0.6426231035351729,1768001247.9027069
6,0.642625247748139,1768001247.904869
7,0.6426253805581909,1768001247.9069152
8,0.6426253884159095,1768001247.908522
9,0.642625388878298,1768001247.910084
10,0.6426253889054967,1768001248.498529
11,0.642625388907097,1768001248.500281
12,0.6426253889071909,1768001248.5019772
13,0.6426253889071972,1768001248.5037
14,0.6426253889071972,1768001248.505434
15,0.6426253889071972,1768001249.04026
16,0.6426253889071972,1768001249.042031
17,0.6426253889071972,1768001249.043835
18,0.6426253889071972,1768001249.045763
19,0.6426253889071972,1768001249.047769
