timestep,free_energy,timestamp
0,-0.7103191506309944,1770042968.4088142
1,-0.1369872330101023,1770042968.409736
2,-0.021920310147460098,1770042968.410604
3,-0.003498675845454269,1770042968.411504
4,-0.0005605704458657712,1770042968.4123788
5,-8.95444857622607e-05,1770042969.109111
6,-1.4491410568417962e-05,1770042969.110046
7,-2.6821648031472023e-06,1770042969.1108859
8,-8.585958539697458e-07,1770042969.111805
9,-5.872546835483661e-07,1770042969.112913
10,-5.487939287451837e-07,1770042969.728437
11,-5.434705840912102e-07,1770042969.7293708
12,-5.427374116795392e-07,1770042969.730268
13,-5.426365030647418e-07,1770042969.731102
14,-5.42622616839239e-07,1770042969.731967
15,-5.426207054792798e-07,1770042970.353746
16,-5.426204425784675e-07,1770042970.3546581
17,-5.426204061631523e-07,1770042970.355575
18,-5.426204010561264e-07,1770042970.356661
19,-5.42620400167948e-07,1770042970.357589
