step,timestamp,free_energy,belief_entropy,belief_max
0,2026-02-02T06:22:04.082152,11.979109485799125,3.0533134860131192,0.9668135183269664
1,2026-02-02T06:22:04.082645,13.192013391755463,1.6791202088853718,0.9980842989343331
2,2026-02-02T06:22:04.083117,13.475386023144912,1.6479279831339373,0.9983730920025153
3,2026-02-02T06:22:04.083581,13.61596092454208,2.0506050905620654,0.9975606472368505
4,2026-02-02T06:22:04.084035,12.6827557832146,1.6318734786494664,0.9983951447402497
5,2026-02-02T06:22:04.084484,13.24991352896528,1.7178435990017442,0.9999230989433255
6,2026-02-02T06:22:04.084932,15.064260506996916,1.6644484733894342,0.9998084665809369
7,2026-02-02T06:22:04.085377,14.748838056084796,1.8227394756880364,0.997713270314506
8,2026-02-02T06:22:04.085818,15.242896304507411,2.6460326823526503,0.9897435330754801
9,2026-02-02T06:22:04.086247,12.889290296383699,2.6487301531813987,0.9793203189756854
10,2026-02-02T06:22:04.086677,13.175745045983264,1.9767821293888264,0.9960281211354636
11,2026-02-02T06:22:04.087112,13.082952684561816,2.2753658826063297,0.9997637506162607
12,2026-02-02T06:22:04.087546,12.244855085802227,1.6151510373936124,0.9999499440022935
13,2026-02-02T06:22:04.087989,14.7039036363223,0.7526741688493466,0.9996560346899052
14,2026-02-02T06:22:04.088423,14.490078653823032,1.7761199889766706,0.9994407128126784
15,2026-02-02T06:22:04.088857,14.758771195549238,1.2184028673067426,0.999936524396652
16,2026-02-02T06:22:04.089291,16.557425759327053,1.3871861902497127,0.9998945460772428
17,2026-02-02T06:22:04.089726,15.181552886964479,3.1079245628564367,0.989118281889979
18,2026-02-02T06:22:04.090160,15.89855292844745,2.4863266056397633,0.9971491717189944
19,2026-02-02T06:22:04.090593,13.88329448345588,3.146571900897653,0.9847765690396595
