step,timestamp,free_energy,belief_entropy,belief_max
0,2026-02-02T06:37:26.267981,12.02216820243774,3.1136448831749535,0.9623709325137876
1,2026-02-02T06:37:26.268524,11.975936362265685,1.5922096862695807,0.9982666576501308
2,2026-02-02T06:37:26.269004,13.900721864693365,1.5568053618414184,0.9974016266454376
3,2026-02-02T06:37:26.269479,13.331033976286363,1.9376006068868885,0.9984265283706591
4,2026-02-02T06:37:26.269939,12.676108858992592,1.4696432429178894,0.9989748731387977
5,2026-02-02T06:37:26.270386,15.666904087949462,1.7988654826713144,0.999832676091717
6,2026-02-02T06:37:26.270876,13.604573297827134,1.6055625949006975,0.9999203801619702
7,2026-02-02T06:37:26.271350,13.806857705536277,1.4494784041952335,0.9990173259261583
8,2026-02-02T06:37:26.271881,14.988982495857488,2.67426606159069,0.9811620783466785
9,2026-02-02T06:37:26.272409,13.311345435036886,2.9661048617258694,0.9805609564958793
10,2026-02-02T06:37:26.272893,13.128417123074652,2.1456392757096814,0.9976820571941947
11,2026-02-02T06:37:26.273467,13.717627000380787,2.304554134002907,0.9987735396143056
12,2026-02-02T06:37:26.273948,12.70788633482438,1.6137089297140348,0.9998312043308019
13,2026-02-02T06:37:26.274401,13.92870707464168,0.8568170923172862,0.9997218662471958
14,2026-02-02T06:37:26.274848,14.164741301477124,1.894018378270392,0.9986663451424933
15,2026-02-02T06:37:26.275308,15.739836602513988,1.326933576428134,0.9998217305842492
16,2026-02-02T06:37:26.278372,15.461013027867528,1.6995186075384914,0.9998829294006826
17,2026-02-02T06:37:26.278855,14.19364459407469,3.0478340779477207,0.9817940598069724
18,2026-02-02T06:37:26.279338,13.9964890388075,2.249093974940266,0.9982583828732753
19,2026-02-02T06:37:26.279899,13.221021207688782,2.579567053667966,0.9866238801765376
