0,1,2,3
0.31394337583300336,0.4159422739201198,0.2410477345242244,0.029066615722652307
0.18352174982450553,0.33856213381704214,0.3317414202509696,0.1461746961074827
0.7095911834102552,0.020739946780577563,0.020739946780577563,0.2489289230285897
0.3234896545131336,0.3995638743601792,0.15754072138534692,0.11940574974134027
0.39892439839974453,0.3038320751714862,0.2614650333775863,0.03577849305118278
0.3690531848899257,0.35110328058039125,0.18767952913618796,0.09216400539349506
0.3513777671910927,0.32935849400159145,0.1817555264037187,0.13750821240359723
0.40148372450243885,0.3615436497278961,0.18663378504566927,0.05033884072399579
0.3836102837482415,0.35243770816909087,0.20503899289359293,0.05891301518907474
0.37715554823262537,0.32031729509298734,0.16601587166330892,0.1365112850110784
0.34452340319723457,0.26477539902135133,0.250084339743298,0.1406168580381159
0.43341581704649934,0.3048856256018318,0.1670118127802448,0.09468674457142416
0.41567681738360684,0.3231087220240131,0.0961279620899605,0.1650864985024195
0.4465901847851574,0.2919069460295555,0.13921187217154157,0.12229099701374543
0.4648901573107812,0.2365379571218356,0.18154092169483713,0.11703096387254598
0.4625837015666502,0.29707240177863664,0.09805737229253977,0.1422865243621733
0.573813038488319,0.2606186761846765,0.1588595788637905,0.006708706463213965
0.44670689182893975,0.3196216172784191,0.04243485316141021,0.19123663773123095
0.08655039021957325,0.5821046119306661,0.3193433470376184,0.012001650812142314
0.3457105434090672,0.26273073931003477,0.38544608255301205,0.00611263472788593
0.5225719435683118,0.3010478264755805,0.0806867189103522,0.09569351104575546
0.44293862445285326,0.25286440237219693,0.12085492390783673,0.1833420492671132
0.42032758269111736,0.2583480435278065,0.1583398754942407,0.16298449828683556
0.44928277294040875,0.2614485655482809,0.11833116477109781,0.17093749674021252
0.4802789160204473,0.30674172683298623,0.1154675187164409,0.09751183843012565
0.4596216330619249,0.25509217136933476,0.10978408633915496,0.17550210922958542
0.572396386446238,0.28833524945933536,0.07802971983810306,0.06123864425632347
0.590636280836397,0.010632571823074569,0.010580435996798693,0.3881507113437297
0.5527952869631101,0.21846650634576548,0.10330809138611544,0.1254301153050091
0.6749803800026621,0.3050349863051724,0.009992316846082766,0.009992316846082766
0.5691835699397675,0.20667893238477883,0.10751011571479623,0.11662738196065742
0.5394287317240937,0.24025542155146137,0.1321943018305421,0.08812154489390275
0.582039690652159,0.22376559327802795,0.010253315422814293,0.18394140064699868
0.6412867054246554,0.16619858847229807,0.08851115196875704,0.1040035541342896
0.5801075622595753,0.21732809074860504,0.009860563566045758,0.19270378342577388
0.5749625888310038,0.2185457540121301,0.028153582994384804,0.17833807416248124
0.702893117086986,0.12396836624017826,0.01387650252792579,0.15926201414490984
0.6932038973254558,0.27908394227129496,0.013856080201624606,0.013856080201624606
0.7453604989689666,0.1572871207617305,0.009802235090718748,0.08755014517858417
0.6601266861144117,0.15811401440323913,0.008531052867147261,0.17322824661520192
