timestep,free_energy,timestamp
0,0.0674662854319168,1752755310.7435539
1,0.11554622037625782,1752755310.7464235
2,0.16908330199668528,1752755310.749721
3,0.22400240806394212,1752755310.752502
4,0.2779853562004989,1752755310.7555344
5,0.32976247662299024,1752755313.8813198
6,0.37870220352439826,1752755313.8848495
7,0.42456149158403655,1752755313.8887057
8,0.4673298529364941,1752755313.8931317
9,0.5071306424697146,1752755313.8973875
10,0.5441584781386157,1752755316.4823272
11,0.578639914801889,1752755316.4895976
12,0.6108092312473945,1752755316.4994338
13,0.6408940609697965,1752755316.5061538
14,0.6691074030874222,1752755316.5162148
15,0.6956437180921992,1752755319.4938161
16,0.7206775840693871,1752755319.4992394
17,0.7443639042274717,1752755319.5041327
18,0.7668390031778614,1752755319.508243
19,0.7882221829640677,1752755319.512318
