timestep,action
0,2
1,0
2,0
3,0
4,0
5,1
6,0
7,0
8,2
9,0
10,0
11,1
12,2
13,2
14,2
15,1
16,0
17,1
18,1
19,2
20,2
21,1
22,0
23,1
24,0
25,0
26,1
27,1
28,0
29,1
30,1
31,2
32,1
33,1
34,1
35,2
36,2
37,0
38,2
39,0
