step,timestamp,free_energy,belief_entropy,belief_max
0,2026-02-02T06:34:09.111938,12.677011848120484,3.1270496815633173,0.9372813729749687
1,2026-02-02T06:34:09.112484,13.433632115371415,1.6696912049335382,0.9981574253043016
2,2026-02-02T06:34:09.113078,14.970265632356574,1.9360784378003992,0.9981154521664485
3,2026-02-02T06:34:09.113585,13.508012891781194,2.150448463398831,0.9973980342149561
4,2026-02-02T06:34:09.114064,12.67303889175646,1.6162026225651147,0.99856298172421
5,2026-02-02T06:34:09.114531,13.399053259999416,1.6950673745525864,0.9998195055468001
6,2026-02-02T06:34:09.115003,14.362432232661202,1.4927544146652338,0.9999031814070161
7,2026-02-02T06:34:09.115463,14.940800473994353,1.7532207820591712,0.9978766199729837
8,2026-02-02T06:34:09.115920,14.21316342649438,2.543989531313823,0.984095020239021
9,2026-02-02T06:34:09.116372,12.846738783759177,2.8973817049991406,0.9824566660691935
10,2026-02-02T06:34:09.116826,13.238091662038654,2.049525236956458,0.9982031429183988
11,2026-02-02T06:34:09.117281,13.909735170029695,2.3304736110915205,0.9990167541919349
12,2026-02-02T06:34:09.117740,12.30607903589273,1.5241486592796532,0.9998857551445677
13,2026-02-02T06:34:09.118203,14.507791125173432,0.7197217444242795,0.9995934377780562
14,2026-02-02T06:34:09.118657,14.654668417470212,1.998981006997692,0.9995982208375902
15,2026-02-02T06:34:09.119109,14.526309536715434,1.341524933781491,0.999934047305403
16,2026-02-02T06:34:09.119563,15.272889737770328,1.8342940129063403,0.9998581840900704
17,2026-02-02T06:34:09.120018,14.93896327964881,2.859012179236152,0.9797034349625309
18,2026-02-02T06:34:09.120470,15.249910170665139,1.7521802894419831,0.9977869069820677
19,2026-02-02T06:34:09.120922,13.47406207658975,2.6824044119845962,0.9813102570090793
