hex_id,score
88281cb919fffff,1.0
88281cb825fffff,1.0
88281cb84bfffff,1.0
88281cba35fffff,1.0
88281cba31fffff,1.0
88281cb849fffff,1.0
88281cba3dfffff,1.0
88281cba23fffff,1.0
88281cba37fffff,1.0
88281cb037fffff,1.0
88281cb1d9fffff,1.0
88281cb1ddfffff,1.0
88281cb1dbfffff,1.0
88281cb1d1fffff,1.0
88281cb0e5fffff,1.0
88281ca805fffff,0.6000000000000001
88281ca86bfffff,1.0
88281ca80dfffff,1.0
88281ca867fffff,0.8
88281ca863fffff,1.0
88281ca861fffff,1.0
88281ca829fffff,0.4
88281c8c01fffff,1.0
88281c8c03fffff,1.0
88281c8c0dfffff,1.0
88281c8c05fffff,1.0
88281c8c07fffff,1.0
88281ca001fffff,1.0
88281ca80bfffff,1.0
88281ca803fffff,0.4
88281ca801fffff,0.8
88281ca807fffff,0.2
88281caf69fffff,0.4
88281caa91fffff,1.0
88281caa93fffff,1.0
88281caa97fffff,1.0
88281caf6dfffff,0.4
88281ca12dfffff,1.0
88281ca12bfffff,1.0
88281ca125fffff,1.0
88281ca121fffff,1.0
88281ca129fffff,1.0
88281c1615fffff,1.0
88281c1611fffff,1.0
88281c161bfffff,1.0
88281c161dfffff,1.0
88281c1619fffff,1.0
88281cba33fffff,1.0
88281cbaedfffff,1.0
88281cbae9fffff,1.0
88281cbae1fffff,1.0
88281cbae5fffff,1.0
88281c8e37fffff,1.0
88281c8e35fffff,1.0
88281c8e23fffff,1.0
88281c8c49fffff,1.0
88281c8e3dfffff,1.0
88281c8e31fffff,1.0
88281c8c4bfffff,1.0
88281cb051fffff,0.6000000000000001
88281cb059fffff,0.4
