timestep,cell_id,resource_type,allocation_amount,priority_score,expected_benefit,uncertainty
6,882830824dfffff,vegetation_restoration,3.062493772944467,0.3062493772944467,0.1790399211778476,0.24881822697641406
9,88283081dbfffff,vegetation_restoration,3.241240669655614,0.3241240669655614,0.17221637052498628,0.33483724724376057
9,8828308635fffff,vegetation_restoration,3.1859252594005674,0.32384075506916754,0.15680316302832462,0.3348412198346769
9,882830945dfffff,vegetation_restoration,3.007273051732434,0.3107123028048737,0.15364371397124663,0.334843140357174
9,8828309403fffff,vegetation_restoration,2.936777294178406,0.3082170019043831,0.15544188277322274,0.3348331552137748
9,8828309419fffff,vegetation_restoration,2.8273750253432817,0.30137966778985836,0.15455105177940698,0.3348418561556831
10,8828309405fffff,vegetation_restoration,3.541410068126179,0.35414100681261784,0.15885106417903383,0.31824603902523046
10,88283081dbfffff,vegetation_restoration,3.1909823266758433,0.3248503746038678,0.1334798787712645,0.3182525949896188
10,8828308449fffff,vegetation_restoration,3.139049871201041,0.3248397297506171,0.14310351151741954,0.3182533116719367
10,88283090adfffff,vegetation_restoration,3.0373545237655275,0.31950534522173124,0.14840077434217477,0.31825326453287645
10,88283080e7fffff,vegetation_restoration,2.97572684105723,0.31810441004149753,0.132844460019748,0.3182497455214476
10,88283090a1fffff,vegetation_restoration,2.9159239167203426,0.3167494633502244,0.14755662316075338,0.3182501673482176
10,8828308719fffff,vegetation_restoration,2.8582121181642717,0.3154767304311369,0.13824153194838873,0.31824569165432476
10,8828308621fffff,vegetation_restoration,2.7913367577880073,0.31303305812951976,0.1341097475417435,0.31824937655050844
10,88283091d3fffff,vegetation_restoration,2.6862934077252456,0.3060431048700727,0.11984392937544336,0.31825532882462776
10,8828308753fffff,vegetation_restoration,2.643225941652561,0.3058161761160667,0.1385891520323314,0.3182448021327043
10,8828308015fffff,vegetation_restoration,2.6003360417686068,0.30552563089868784,0.12699506785874948,0.31824616902406344
10,8828308445fffff,vegetation_restoration,2.5169469885677858,0.30031556657312264,0.13613218606771002,0.31825259654260707
11,8828308629fffff,vegetation_restoration,3.7357696244567076,0.37357696244567073,0.17866434174056572,0.32190569961253174
11,8828309409fffff,vegetation_restoration,3.560492893905472,0.3628264699168686,0.1702070196717172,0.32190883580362917
11,882830863dfffff,vegetation_restoration,3.4661477275453727,0.3597385056297262,0.1513815069103895,0.32191383209320124
11,882830871bfffff,vegetation_restoration,3.379411134440642,0.35716066124410767,0.1744263690885236,0.3219051022066222
11,88283091d7fffff,vegetation_restoration,3.2920643562376215,0.35425552759501033,0.18332946067423891,0.32191757943841165
11,8828308625fffff,vegetation_restoration,3.201667432787431,0.35074060109182453,0.1586667621792214,0.32190379438130257
11,8828308445fffff,vegetation_restoration,3.142569626589269,0.35041165427357923,0.1336641382974347,0.32191075096458666
11,882830824dfffff,vegetation_restoration,3.0842350365142055,0.35003997068345166,0.1566432048782671,0.3219048856131847
11,8828309451fffff,vegetation_restoration,3.0041739684505973,0.34702724732081536,0.15830279494067254,0.3219177240237071
11,8828308015fffff,vegetation_restoration,2.9518748897197953,0.3470069611777754,0.15047595467625788,0.32190219941804016
