timestep,free_energy,timestamp
0,-0.37558918700287136,1768000869.366922
1,0.3137408912024363,1768000869.3686972
2,0.44222671788747536,1768000869.370392
3,0.46214834338998334,1768000869.372211
4,0.4652702753650647,1768000869.374105
5,0.46576524326845914,1768000870.447838
6,0.46584351107279176,1768000870.449719
7,0.46585575800992995,1768000870.4514592
8,0.46585764153655085,1768000870.45338
9,0.465857921112821,1768000870.4552882
10,0.46585796070593877,1768000871.015572
11,0.4658579661850638,1768000871.017524
12,0.46585796693967174,1768000871.019253
13,0.46585796704353,1768000871.020992
14,0.4658579670578227,1768000871.022779
15,0.46585796705978966,1768000871.5708108
16,0.46585796706006044,1768000871.5725498
17,0.4658579670600975,1768000871.5741901
18,0.46585796706010285,1768000871.575876
19,0.4658579670601035,1768000871.577634
