timestep,free_energy,timestamp
0,-0.5875009591033238,1770043053.925986
1,-0.06854395436903338,1770043053.927294
2,-0.005797577646609042,1770043053.928858
3,-0.0004432698098391086,1770043053.930539
4,-3.2428916353577364e-05,1770043053.931972
5,-2.7037048713207668e-06,1770043054.656249
6,-6.76468424831711e-07,1770043054.6576672
7,-5.505393456672891e-07,1770043054.6590662
8,-5.430863907474048e-07,1770043054.660437
9,-5.426478122405598e-07,1770043054.6617641
10,-5.426220135440474e-07,1770043055.2845361
11,-5.426204954250835e-07,1770043055.285982
12,-5.426204061631523e-07,1770043055.287308
13,-5.42620400167948e-07,1770043055.2886558
14,-5.42620400167948e-07,1770043055.289959
15,-5.42620400167948e-07,1770043055.907525
16,-5.42620400167948e-07,1770043055.908967
17,-5.42620400167948e-07,1770043055.9102879
18,-5.42620400167948e-07,1770043055.911618
19,-5.42620400167948e-07,1770043055.913006
