0,1,2,3
0.046861316568018264,0.7966423816563105,0.046861316568018264,0.10963498520765304
0.003372982138919621,0.9747918381477704,0.003372982138919621,0.01846219757439031
0.00020293007814335475,0.996995473918302,0.00020293007814335475,0.002598665925411333
1.196845692315735e-05,0.9996174906790253,1.196845692315735e-05,0.00035857240712854483
7.042605191158836e-07,0.9999492278903213,7.042605191158836e-07,4.936358864054092e-05
4.142890791368323e-08,0.999993123361175,4.142890791368323e-08,6.793781009315944e-06
2.437009051182567e-09,0.9999990601512435,2.437009051182567e-09,9.349747384486783e-07
1.4335358984290697e-10,0.9999998710407203,1.4335358984290697e-10,1.2867257266340246e-07
8.432565046396962e-12,0.999999982275042,8.432565046396962e-12,1.7708092733451118e-08
4.960332456061883e-13,0.9999999975619965,4.960332456061883e-13,2.4370113356632027e-09
2.917842627347813e-14,0.9999999996645569,2.917842627347813e-14,3.353847453390345e-10
1.716378016583469e-15,0.9999999999538406,1.716378016583469e-15,4.6156095195821284e-11
1.0096341274422312e-16,0.9999999999936477,1.0096341274422312e-16,6.352063273005058e-12
5.939024279104482e-18,0.9999999999991258,5.939024279104482e-18,8.741794047284907e-13
3.4935436935935056e-19,0.9999999999998797,3.4935436935935056e-19,1.2030573355518897e-13
2.0550257021140402e-20,0.9999999999999835,2.0550257021140402e-20,1.655663522608153e-14
1.2088386483023936e-21,0.9999999999999977,1.2088386483023936e-21,2.2785461832020557e-15
7.11081557824939e-23,0.9999999999999997,7.11081557824939e-23,3.1357655937276653e-16
4.182832693087877e-24,1.0,4.182832693087877e-24,4.315482359452458e-17
2.4604898194634578e-25,1.0,2.4604898194634578e-25,5.939024279109667e-18
