timestep,free_energy,timestamp
0,-0.37558918700287136,1768000869.366053
1,0.3137408912024363,1768000869.3681622
2,0.44222671788747536,1768000869.369857
3,0.46214834338998334,1768000869.371625
4,0.4652702753650647,1768000869.373329
5,0.46576524326845914,1768000870.447212
6,0.46584351107279176,1768000870.4490392
7,0.46585575800992995,1768000870.450936
8,0.46585764153655085,1768000870.452823
9,0.465857921112821,1768000870.454636
10,0.46585796070593877,1768000871.01505
11,0.4658579661850638,1768000871.016881
12,0.46585796693967174,1768000871.0187242
13,0.46585796704353,1768000871.0204349
14,0.4658579670578227,1768000871.0221498
15,0.46585796705978966,1768000871.570208
16,0.46585796706006044,1768000871.5719948
17,0.4658579670600975,1768000871.573696
18,0.46585796706010285,1768000871.575328
19,0.4658579670601035,1768000871.5771651
