timestep,free_energy,timestamp
0,15.884658808317312,0.0
1,16.782291353604602,1.0
2,18.044371163231126,2.0
3,19.331497703183324,3.0
4,20.427075605788744,4.0
5,21.178406051135433,5.0
6,21.504585228539398,6.0
7,21.41543233672659,7.0
