timestep,scenario,free_energy,expected_free_energy,cell_count,edge_count,coherence,neighbor_correlation,belief_entropy
0,spatial,15.884658808317312,66.5751355448558,7,12,0.9778121692129317,0.9866766340114829,1.2482992851697248
1,spatial,16.782291353604602,53.375340951256824,7,12,0.9661965545688683,0.9863235369926802,1.0360624456833833
2,spatial,18.044371163231126,44.087161002035955,7,12,0.9617223381479965,0.9893855336035005,0.8591770659231287
3,spatial,19.331497703183324,38.07257869119197,7,12,0.9612844954858969,0.9920070889702304,0.7271180662139436
4,spatial,20.427075605788744,34.511811369809614,7,12,0.9622006872752031,0.9934885525546492,0.6385732863448125
5,spatial,21.178406051135433,32.71063681095118,7,12,0.9627467544506514,0.9939745708584192,0.5885054211978815
6,spatial,21.504585228539398,32.217538852501406,7,12,0.9620200552118009,0.9934966003917421,0.5702261789568447
7,spatial,21.41543233672659,32.73246240045623,7,12,0.959538364950626,0.9917923892209529,0.5760346807760995
