h3_index,resolution,center_lat,center_lng,area_km2,is_pentagon,is_class_iii
89283082803ffff,9,37.773515097238146,-122.4182710369247,0.10940247351409498,False,True
892a1072893ffff,9,40.71237820442782,-74.0056425771711,0.10581802216722129,False,True
8929a1d7577ffff,9,34.05052759172434,-118.24445333040731,0.11765031220033427,False,True
892664c1a8fffff,9,41.87852820516526,-87.62957437716702,0.10622148012791267,False,True
8944a112847ffff,9,25.760423802034506,-80.19302705275574,0.09376613557604957,False,True
