0,1,2,3
0.19117647058823528,0.19117647058823528,0.42647058823529416,0.19117647058823528
0.2194628212124658,0.16122752854765285,0.4653820032406823,0.15392764699919914
0.24358177615782212,0.13686912588345687,0.49391262301859495,0.12563647494012614
0.2749089151823277,0.13497354848369753,0.4234917867691072,0.16662574956486745
0.2971001992604407,0.13041756433705712,0.36607235659324644,0.20640987980925585
0.2747600861920072,0.13346129971158993,0.340133900528835,0.2516447135675679
0.3054794131806638,0.11728213554443209,0.36676264138231573,0.21047580989258838
0.31889513154327326,0.11283143182980203,0.3220022177494351,0.2462712188774896
0.327527128235982,0.10776552987788425,0.2845846039034706,0.28012273798266313
0.3017549294618576,0.10884049069969554,0.2672549014644138,0.3221496783740331
0.3362027983430597,0.09810598131982744,0.29238079234197156,0.27331042799514127
0.3411576752337927,0.09398314090700788,0.25987041343492934,0.3049887704242701
0.34323601653371605,0.08967503580779206,0.23240682398338255,0.33468212367510936
