timestep,free_energy,timestamp
0,-0.5875009591033238,1770043053.924963
1,-0.06854395436903338,1770043053.926489
2,-0.005797577646609042,1770043053.9277608
3,-0.0004432698098391086,1770043053.929473
4,-3.2428916353577364e-05,1770043053.931128
5,-2.7037048713207668e-06,1770043054.655286
6,-6.76468424831711e-07,1770043054.656765
7,-5.505393456672891e-07,1770043054.658175
8,-5.430863907474048e-07,1770043054.659561
9,-5.426478122405598e-07,1770043054.660932
10,-5.426220135440474e-07,1770043055.283519
11,-5.426204954250835e-07,1770043055.285104
12,-5.426204061631523e-07,1770043055.28646
13,-5.42620400167948e-07,1770043055.2877781
14,-5.42620400167948e-07,1770043055.2891269
15,-5.42620400167948e-07,1770043055.906568
16,-5.42620400167948e-07,1770043055.9080808
17,-5.42620400167948e-07,1770043055.909462
18,-5.42620400167948e-07,1770043055.910787
19,-5.42620400167948e-07,1770043055.912142
