timestep,action
0,2
1,0
2,1
3,1
4,1
5,2
6,0
7,0
8,2
9,1
10,1
11,2
12,1
13,2
14,0
15,1
16,0
17,0
18,0
19,0
20,0
21,0
22,2
23,1
24,2
25,0
26,0
27,1
28,2
29,0
30,0
31,2
32,1
33,2
34,1
35,0
36,0
37,0
38,2
39,1
