timestep,free_energy,timestamp
0,-0.7103191506309944,1770042968.409088
1,-0.1369872330101023,1770042968.410003
2,-0.021920310147460098,1770042968.4109042
3,-0.003498675845454269,1770042968.411816
4,-0.0005605704458657712,1770042968.412627
5,-8.95444857622607e-05,1770042969.109411
6,-1.4491410568417962e-05,1770042969.110314
7,-2.6821648031472023e-06,1770042969.111181
8,-8.585958539697458e-07,1770042969.112121
9,-5.872546835483661e-07,1770042969.113238
10,-5.487939287451837e-07,1770042969.728768
11,-5.434705840912102e-07,1770042969.729645
12,-5.427374116795392e-07,1770042969.730541
13,-5.426365030647418e-07,1770042969.731406
14,-5.42622616839239e-07,1770042969.732251
15,-5.426207054792798e-07,1770042970.3540401
16,-5.426204425784675e-07,1770042970.3549628
17,-5.426204061631523e-07,1770042970.355865
18,-5.426204010561264e-07,1770042970.356981
19,-5.42620400167948e-07,1770042970.357878
